"","CODIGO","NOMBRE_UNIVERSIDAD","TIPO_GESTION","DEPARTAMENTO_FILIAL","NOMBRE_FILIAL","CODIGO_CLASE_PROGRAMA","NOMBRE_CLASE_PROGRAMA","NOMBRE_PROGRAMA","ANIO_PERIODO","Cant_Carnes"
"1474","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",61,"INFORMÁTICA","INGENIERIA DE SISTEMAS",2018,230
"1475","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",72,"INDUSTRIA Y PRODUCCIÓN","ING. EN INDUSTRIAS ALIMENTARIAS",2018,203
"1476","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA",2018,28
"1477","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA DE MINAS",2018,181
"1478","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA CIVIL",2018,433
"1479","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA CIVIL - JAEN",2018,56
"1480","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA HIDRAULICA",2018,158
"1481","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA SANITARIA",2018,28
"1482","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",73,"ARQUITECTURA Y CONSTRUCCIÓN","PLANIFICACION PARA EL DESARROLLO",2018,30
"1483","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",81,"AGRICULTURA","AGRONOMIA",2018,237
"1484","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",81,"AGRICULTURA","INGENIERIA EN AGRONEGOCIOS",2018,15
"1485","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",81,"AGRICULTURA","INGENIERIA ZOOTECNISTA",2018,165
"1486","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",82,"SILVICULTURA","INGENIERIA FORESTAL",2018,161
"1487","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",82,"SILVICULTURA","INGENIERIA FORESTAL - JAEN",2018,49
"1488","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",84,"VETERINARIA","CIENCIAS VETERINARIAS",2018,21
"1489","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",84,"VETERINARIA","MEDICINA VETERINARIA",2018,185
"1490","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",91,"SALUD","ENFERMERIA",2018,195
"1491","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",91,"SALUD","ENFERMERIA - CHOTA",2018,1
"1492","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",91,"SALUD","ENFERMERIA - JAEN",2018,41
"1493","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",91,"SALUD","MEDICINA HUMANA",2018,277
"1494","016","UNIVERSIDAD NACIONAL DE CAJAMARCA","PUBLICO","CAJAMARCA","UNC-UNICA SEDE",91,"SALUD","OBSTETRICIA",2018,201
"1495","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","","[NO ESPECIFICADO]",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,14
"1496","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION",2018,6
"1497","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","CONTABILIDAD",2018,1
"1498","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","FINANZAS",2018,3
"1499","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","INGENIERIA EMPRESARIAL",2018,2
"1500","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","MARKETING",2018,3
"1501","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","NEGOCIOS INTERNACIONALES",2018,2
"1502","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","","[NO ESPECIFICADO]",61,"INFORMÁTICA","INGENIERIA DE LA INFORMACION",2018,2
"1503","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,1339
"1504","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAESTRIA EN ECONOMIA",2018,82
"1505","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAESTRIA EN INVERSION SOCIAL",2018,114
"1506","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION",2018,1341
"1507","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","CONTABILIDAD",2018,93
"1508","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","FINANZAS",2018,187
"1509","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","INGENIERIA EMPRESARIAL",2018,695
"1510","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRIA EN ADMINISTRACION",2018,1010
"1511","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRIA EN AUDITORIA",2018,48
"1512","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRIA EN DESARROLLO ORG. Y DIR. PERS.",2018,365
"1513","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRIA EN DIREC. DE MKT. Y GEST COMERC",2018,378
"1514","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRIA EN FINANZAS",2018,490
"1515","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRIA EN GESTION PUBLICA",2018,458
"1516","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRIA EN GESTION PUBLICA CON DOBLE CERTIFICACION",2018,76
"1517","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRIA EN REG SS.PP. Y GEST. INFRAESTR",2018,122
"1518","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRIA EN SUPPLY CHAIN MANAGEMENT",2018,156
"1519","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MARKETING",2018,112
"1520","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","NEGOCIOS INTERNACIONALES",2018,305
"1521","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",42,"DERECHO","DERECHO",2018,204
"1522","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",42,"DERECHO","MAESTRIA EN DERECHO ADMINISTRATIVO ECONÓMICO",2018,168
"1523","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LIMA","UP-SEDE PRINCIPAL",61,"INFORMÁTICA","INGENIERIA DE LA INFORMACION",2018,49
"1524","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMÍA",2018,9
"1525","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","PSICOLOGÍA",2018,16
"1526","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",32,"PERIODISMO E INFORMACIÓN","COMUNICACIÓN",2018,58
"1527","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACIÓN",2018,37
"1528","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","CONTABILIDAD",2018,7
"1529","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","MARKETING",2018,9
"1530","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","NEGOCIOS INTERNACIONALES",2018,21
"1531","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",42,"DERECHO","DERECHO",2018,34
"1532","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",61,"INFORMÁTICA","INGENIERÍA DE SISTEMAS",2018,22
"1533","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERÍA INDUSTRIAL",2018,98
"1534","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",73,"ARQUITECTURA Y CONSTRUCCIÓN","ARQUITECTURA",2018,21
"1535","018","UNIVERSIDAD DE LIMA","PRIVADO","","[NO ESPECIFICADO]",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERÍA CIVIL",2018,4
"1536","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMÍA",2018,977
"1537","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","PSICOLOGÍA",2018,1107
"1538","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",32,"PERIODISMO E INFORMACIÓN","COMUNICACIÓN",2018,3466
"1539","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACIÓN",2018,3369
"1540","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACIÓN Y DIRECCIÓN DE NEGOCIOS",2018,73
"1541","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","CONTABILIDAD",2018,369
"1542","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MA.TRIBUTACIÓN Y POLÍTICA FISCAL",2018,120
"1543","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRÍA EN DIRECCIÓN ESTRATÉGICA DE CONTENIDOS",2018,45
"1544","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","MARKETING",2018,804
"1545","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",41,"ADMINISTRACIÓN Y COMERCIO","NEGOCIOS INTERNACIONALES",2018,1149
"1546","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",42,"DERECHO","DERECHO",2018,1970
"1547","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",42,"DERECHO","MA.DERECHO EMPRESARIAL",2018,38
"1548","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",61,"INFORMÁTICA","INGENIERÍA DE SISTEMAS",2018,810
"1549","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERÍA INDUSTRIAL",2018,6396
"1550","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",72,"INDUSTRIA Y PRODUCCIÓN","MAESTRÍA EN DIRECCIÓN DE OPERACIONES Y PROYECTOS",2018,14
"1551","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",73,"ARQUITECTURA Y CONSTRUCCIÓN","ARQUITECTURA",2018,966
"1552","018","UNIVERSIDAD DE LIMA","PRIVADO","LIMA","ULima-SEDE PRINCIPAL",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERÍA CIVIL",2018,321
"1553","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",1,"SERVICIOS PERSONALES","TURISMO Y HOTELERIA",2018,12
"1554","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",16,"EDUCACIÓN ARTÍSTICA","EDUC., DIR. E INTERP. MUSICAL",2018,1
"1555","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,3
"1556","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","PSICOLOGIA",2018,14
"1557","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",32,"PERIODISMO E INFORMACIÓN","CIENCIAS DE LA COMUNICACION",2018,13
"1558","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","ADM. DE NEGOCIOS INTERNACIONALES",2018,8
"1559","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION",2018,11
"1560","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","CONTABILIDAD Y FINANZAS",2018,7
"1561","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","GESTION DE RECURSOS HUMANOS",2018,1
"1562","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRIA EN GESTION PUBLICA",2018,1
"1563","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","MARKETING",2018,1
"1564","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",42,"DERECHO","DERECHO",2018,50
"1565","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",61,"INFORMÁTICA","ING. DE COMPUTACION Y SISTEMAS",2018,4
"1566","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA INDUSTRIAL",2018,2
"1567","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",73,"ARQUITECTURA Y CONSTRUCCIÓN","ARQUITECTURA",2018,2
"1568","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA CIVIL",2018,2
"1569","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",91,"SALUD","MEDICINA HUMANA",2018,13
"1570","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",91,"SALUD","OBSTETRICIA",2018,3
"1571","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","","[NO ESPECIFICADO]",91,"SALUD","ODONTOLOGIA",2018,1
"1572","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",1,"SERVICIOS PERSONALES","TURISMO Y HOTELERIA",2018,27
"1573","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","PSICOLOGIA",2018,126
"1574","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",41,"ADMINISTRACIÓN Y COMERCIO","ADM. DE NEGOCIOS INTERNACIONALES",2018,73
"1575","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION",2018,54
"1576","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",41,"ADMINISTRACIÓN Y COMERCIO","CONTABILIDAD Y FINANZAS",2018,15
"1577","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",41,"ADMINISTRACIÓN Y COMERCIO","MARKETING",2018,14
"1578","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",42,"DERECHO","DERECHO",2018,150
"1579","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",61,"INFORMÁTICA","ING. DE COMPUTACION Y SISTEMAS",2018,26
"1580","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA INDUSTRIAL",2018,148
"1581","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",73,"ARQUITECTURA Y CONSTRUCCIÓN","ARQUITECTURA",2018,111
"1582","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA CIVIL",2018,128
"1583","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","AREQUIPA","USMP-FILIAL SUR",91,"SALUD","ODONTOLOGIA",2018,132
"1584","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",1,"SERVICIOS PERSONALES","TURISMO Y HOTELERIA",2018,83
"1585","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,98
"1586","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","PSICOLOGIA",2018,258
"1587","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",32,"PERIODISMO E INFORMACIÓN","CIENCIAS DE LA COMUNICACION",2018,146
"1588","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",41,"ADMINISTRACIÓN Y COMERCIO","ADM. DE NEGOCIOS INTERNACIONALES",2018,337
"1589","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION",2018,180
"1590","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",41,"ADMINISTRACIÓN Y COMERCIO","CONTABILIDAD Y FINANZAS",2018,90
"1591","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",42,"DERECHO","DERECHO",2018,459
"1592","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA INDUSTRIAL",2018,200
"1593","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",73,"ARQUITECTURA Y CONSTRUCCIÓN","ARQUITECTURA",2018,200
"1594","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA CIVIL",2018,283
"1595","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",91,"SALUD","MEDICINA HUMANA",2018,872
"1596","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LAMBAYEQUE","USMP-FILIAL CHICLAYO",91,"SALUD","ODONTOLOGIA",2018,283
"1597","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",1,"SERVICIOS PERSONALES","DOCTORADO EN TURISMO (VIRTUAL:SEMIPRESENCIAL)",2018,2
"1598","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",1,"SERVICIOS PERSONALES","TURISMO Y HOTELERIA",2018,1517
"1599","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",11,"EDUCACIÓN INICIAL Y PRIMARIA","EDUCACION",2018,21
"1600","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",16,"EDUCACIÓN ARTÍSTICA","EDUC., DIR. E INTERP. MUSICAL",2018,92
"1601","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",19,"OTROS PROGRAMAS EN EDUCACIÓN","EDUCACION",2018,416
"1602","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","DOCTORADO EN GOBIERNO Y PP.",2018,11
"1603","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,436
"1604","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAESTRIA EN GESTION CULTURAL, PATRIMONIO Y TURISMO",2018,16
"1605","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAESTRIA EN POBLACION, COMUNICACION Y DESARROLLO SUSTENTABLE",2018,19
"1606","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAESTRIA EN SOLUCION DE CONFLICTOS",2018,2
"1607","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","PSICOLOGIA",2018,2267
"1608","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",32,"PERIODISMO E INFORMACIÓN","CIENCIAS DE LA COMUNICACION",2018,3535
"1609","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",32,"PERIODISMO E INFORMACIÓN","DOCTORADO EN PERIODISMO (VIRTUAL:SEMIPRESENCIAL)",2018,5
"1610","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",32,"PERIODISMO E INFORMACIÓN","MAESTRIA EN PERIODISMO Y COMUNICACION MULTIMEDIA",2018,13
"1611","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",41,"ADMINISTRACIÓN Y COMERCIO","ADM. DE NEGOCIOS INTERNACIONALES",2018,2154
"1612","019","UNIVERSIDAD DE SAN MARTIN DE PORRES","PRIVADO","LIMA","USMP-FILIAL LIMA",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION",2018,1915
