"","CODIGO_ENTIDAD","NOMBRE","TIPO_GESTION","ESTADO_LICENCIAMIENTO","PERIODO_LICENCIAMIENTO","CODIGO_FILIAL","NOMBRE_FILIAL","DEPARTAMENTO_FILIAL","PROVINCIA_FILIAL","CODIGO_LOCAL","DEPARTAMENTO_LOCAL","PROVINCIA_LOCAL","DISTRITO_LOCAL","LATITUD_UBICACION","LONGITUD_UBICACION","TIPO_AUTORIZACION_LOCAL","DENOMINACION_PROGRAMA","TIPO_NIVEL_ACADEMICO","NIVEL_ACADEMICO","CODIGO_CLASE_PROGRAMA_N2","NOMBRE_CLASE_PROGRAMA_N2","TIPO_AUTORIZACION_PROGRAMA","TIPO_AUTORIZACION_PROGRAMA_LOCAL"
"5381","038","UNIVERSIDAD PERUANA UNIÓN","PRIVADO","LICENCIA OTORGADA",6,"F02","UPeU-SAN MARTÍN","SAN MARTÍN","SAN MARTÍN","F02L01","SAN MARTÍN","SAN MARTÍN","MORALES",-6.4703421,-76.395922,"AUTORIZADO POR LIC.","CONTABILIDAD Y GESTIÓN TRIBUTARIA","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5382","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","SAN MARTÍN DE PORRES",-12.0239471,-77.0564991,"AUTORIZADO POR LIC.","PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN CIRUGÍA DE CABEZA Y CUELLO","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5383","052A","UNIVERSIDAD CÉSAR VALLEJO S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F05","UPCV-LIMA","LIMA","LIMA","F05L02","LIMA","LIMA","SAN JUAN DE LURIGANCHO",-11.9814929,-77.0001665,"AUTORIZADO POR LIC.","NEGOCIOS INTERNACIONALES","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5384","038","UNIVERSIDAD PERUANA UNIÓN","PRIVADO","LICENCIA OTORGADA",6,"S","UPeU-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LURIGANCHO",-11.989087,-76.839662,"AUTORIZADO POR LIC.","ENFERMERÍA","PREGRADO","CARRERA PROFESIONAL",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5385","007","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA","PÚBLICO","LICENCIA OTORGADA",8,"S","UNALM-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LA MOLINA",-12.0817493,-76.9431895,"AUTORIZADO POR LIC.","ECOLOGÍA APLICADA","POSGRADO","MAESTRÍA",52,"MEDIO AMBIENTE","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5386","023","UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNHV-HUÁNUCO","HUÁNUCO","HUÁNUCO","SL01","HUÁNUCO","HUÁNUCO","PILLCO MARCA",-9.9496157,-76.2501276,"AUTORIZADO POR LIC.","SOCIOLOGÍA","PREGRADO","CARRERA PROFESIONAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5387","055","UNIVERSIDAD PRIVADA DEL NORTE S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F02","UPN-LIMA","LIMA","LIMA","F02L02","LIMA","LIMA","LIMA",-12.0582506,-77.0586501,"AUTORIZADO POR LIC.","ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5388","069","UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO","PRIVADO","LICENCIA OTORGADA",6,"S","UCSTM-LAMBAYEQUE","LAMBAYEQUE","CHICLAYO","SL01","LAMBAYEQUE","CHICLAYO","CHICLAYO",-6.760456,-79.863203,"AUTORIZADO POR LIC.","ADMINISTRACIÓN HOTELERA Y DE SERVICIOS TURÍSTICOS","PREGRADO","CARRERA PROFESIONAL",1,"SERVICIOS PERSONALES","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5389","003","UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO","PÚBLICO","LICENCIA OTORGADA",8,"F06","UNSAAC-APURÍMAC","APURÍMAC","ANDAHUAYLAS","F06L01","APURÍMAC","ANDAHUAYLAS","ANDAHUAYLAS",-13.6616515,-73.3767641,"AUTORIZADO POR LIC.","MAESTRÍA EN ECONOMÍA MENCIÓN ECONOMÍA Y FINANZAS DE LA EMPRESA","POSGRADO","MAESTRÍA",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5390","003","UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO","PÚBLICO","LICENCIA OTORGADA",8,"S","UNSAAC-CUSCO","CUSCO","CUSCO","SL01","CUSCO","CUSCO","CUSCO",-13.52193,-71.9583208,"AUTORIZADO POR LIC.","MAESTRÍA EN EDUCACIÓN MENCIÓN EDUCACIÓN SUPERIOR","POSGRADO","MAESTRÍA",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5391","067A","UNIVERSIDAD CONTINENTAL S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UCONTINENTAL-JUNÍN","JUNÍN","HUANCAYO","SL01","JUNÍN","HUANCAYO","HUANCAYO",-12.0474789,-75.1990181,"AUTORIZADO POR LIC.","ADMINISTRACIÓN","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5392","005","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA","PÚBLICO","LICENCIA OTORGADA",10,"S","UNSA-AREQUIPA","AREQUIPA","AREQUIPA","SL01","AREQUIPA","AREQUIPA","AREQUIPA",-16.4027681,-71.5255001,"AUTORIZADO POR LIC.","MAESTRÍA EN CIENCIAS: INGENIERÍA INDUSTRIAL, CON MENCIÓN EN: GERENCIA DE SEGURIDAD Y MEDIO AMBIENTE","POSGRADO","MAESTRÍA",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5393","006","UNIVERSIDAD NACIONAL DE INGENIERÍA","PÚBLICO","LICENCIA OTORGADA",10,"S","UNI-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","RÍMAC",-12.0220074,-77.0493646,"AUTORIZADO POR LIC.","MAESTRÍA EN CIENCIAS EN INGENIERÍA GEOLÓGICA","POSGRADO","MAESTRÍA",53,"CIENCIAS FÍSICAS Y QUÍMICAS","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5394","068","UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UCS-LIMA","LIMA","LIMA","SL03","LIMA","LIMA","MIRAFLORES",-12.1211435,-77.0256582,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD EN CARIELOGÍA Y ENDODONCIA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5395","004","UNIVERSIDAD NACIONAL DE TRUJILLO","PÚBLICO","LICENCIA OTORGADA",8,"S","UNT-LA LIBERTAD","LA LIBERTAD","TRUJILLO","SL01","LA LIBERTAD","TRUJILLO","TRUJILLO",-8.1142716,-79.0383735,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD EN NEUMOLOGÍA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5396","080","UNIVERSIDAD ANTONIO RUIZ DE MONTOYA","PRIVADO","LICENCIA OTORGADA",6,"S","UARM-LIMA","LIMA","LIMA","SL02","LIMA","LIMA","PUEBLO LIBRE",-12.073037,-77.0744892,"AUTORIZADO POR LIC.","MAESTRÍA EN EDUCACIÓN CON MENCIÓN EN POLÍTICAS EDUCATIVAS Y GESTIÓN PÚBLICA","POSGRADO","MAESTRÍA",19,"OTROS PROGRAMAS EN EDUCACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5397","133","UNIVERSIDAD LA SALLE","PRIVADO","LICENCIA OTORGADA",6,"S","LS-AREQUIPA","AREQUIPA","AREQUIPA","SL01","AREQUIPA","AREQUIPA","AREQUIPA",-16.424163,-71.556192,"AUTORIZADO POR LIC.","INGENIERÍA DE SOFTWARE","PREGRADO","CARRERA PROFESIONAL",61,"INFORMÁTICA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5398","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LIMA",-12.0648091,-77.0363951,"AUTORIZADO POR LIC.","COMUNICACIÓN Y PUBLICIDAD","PREGRADO","CARRERA PROFESIONAL",32,"PERIODISMO E INFORMACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5399","001","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PÚBLICO","LICENCIA OTORGADA",10,"S","UNMSM-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LIMA",-12.0560257,-77.0844226,"AUTORIZADO POR LIC.","INGENIERÍA HIDRÁULICA","POSGRADO","MAESTRÍA",73,"ARQUITECTURA Y CONSTRUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5400","054","UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UPC-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","SANTIAGO DE SURCO",-12.104061,-76.962902,"AUTORIZADO POR LIC.","ODONTOPEDIATRÍA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5401","039","UNIVERSIDAD ANDINA DEL CUSCO","PRIVADO","LICENCIA OTORGADA",6,"S","UAC-CUSCO","CUSCO","CUSCO","SL01","CUSCO","CUSCO","SAN JERÓNIMO",-13.5375735,-71.9038466,"AUTORIZADO POR LIC.","TURISMO","PREGRADO","CARRERA PROFESIONAL",1,"SERVICIOS PERSONALES","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5402","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","SAN MARTÍN DE PORRES",-12.0239471,-77.0564991,"AUTORIZADO POR LIC.","PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN MEDICINA ONCOLÓGICA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5403","013","UNIVERSIDAD NACIONAL DE PIURA","PÚBLICO","LICENCIA OTORGADA",6,"S","UNP-PIURA","PIURA","PIURA","SL01","PIURA","PIURA","CASTILLA",-5.179311,-80.6188325,"AUTORIZADO POR LIC.","MAESTRÍA EN ADMINISTRACIÓN CON MENCIÓN EN NEGOCIOS INTERNACIONALES Y LOGÍSTICA DE EXPORTACIÓN","POSGRADO","MAESTRÍA",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5404","061","UNIVERSIDAD PRIVADA NORBERT WIENER S.A.","PRIVADO","LICENCIA OTORGADA",6,"S","UPNW-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LIMA",-12.0697607,-77.0374712,"AUTORIZADO POR LIC.","ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5405","018","UNIVERSIDAD DE LIMA","PRIVADO","LICENCIA OTORGADA",6,"S","UL-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","SANTIAGO DE SURCO",-12.0847243,-76.9710095,"AUTORIZADO POR LIC.","MAESTRÍA EN ADMINISTRACIÓN Y DIRECCIÓN DE NEGOCIOS","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5406","069","UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO","PRIVADO","LICENCIA OTORGADA",6,"S","UCSTM-LAMBAYEQUE","LAMBAYEQUE","CHICLAYO","SL01","LAMBAYEQUE","CHICLAYO","CHICLAYO",-6.760456,-79.863203,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD DE ENFERMERÍA EN SALUD FAMILIAR Y COMUNITARIA","POSGRADO","SEGUNDA ESPECIALIDAD",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5407","080","UNIVERSIDAD ANTONIO RUIZ DE MONTOYA","PRIVADO","LICENCIA OTORGADA",6,"S","UARM-LIMA","LIMA","LIMA","SL02","LIMA","LIMA","PUEBLO LIBRE",-12.073037,-77.0744892,"AUTORIZADO POR LIC.","MAESTRÍA EN BIOÉTICA","POSGRADO","MAESTRÍA",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5408","006","UNIVERSIDAD NACIONAL DE INGENIERÍA","PÚBLICO","LICENCIA OTORGADA",10,"S","UNI-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","RÍMAC",-12.0220074,-77.0493646,"AUTORIZADO POR LIC.","INGENIERÍA DE TELECOMUNICACIONES","PREGRADO","CARRERA PROFESIONAL",61,"INFORMÁTICA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5409","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL09","LIMA","LIMA","SAN JUAN DE LURIGANCHO",-11.98329601,-77.00953028,"AUTORIZADO POR LIC.","INGENIERÍA MECATRÓNICA","PREGRADO","CARRERA PROFESIONAL",71,"INGENIERÍA Y PROFESIONES AFINES","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5410","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL02","LIMA","LIMA","LA MOLINA",-12.0695303,-76.9685595,"AUTORIZADO POR LIC.","MAESTRÍA EN FARMACODEPENDENCIA","POSGRADO","MAESTRÍA",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5411","015","UNIVERSIDAD CATÓLICA DE SANTA MARÍA","PRIVADO","LICENCIA OTORGADA",6,"S","UCSM-AREQUIPA","AREQUIPA","AREQUIPA","SL01","AREQUIPA","AREQUIPA","AREQUIPA",-16.4061786,-71.5476298,"AUTORIZADO POR LIC.","TRABAJO SOCIAL","PREGRADO","CARRERA PROFESIONAL",92,"BIENESTAR","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5412","011","UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA","PÚBLICO","LICENCIA OTORGADA",8,"S","UNAP-LORETO","LORETO","MAYNAS","SL10","LORETO","MAYNAS","PUNCHANA",-3.721747914,-73.25867081,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD PROFESIONAL EN MEDICINA HUMANA VÍA RESIDENTADO MÉDICO CON MENCIÓN EN CIRUGÍA GENERAL","POSGRADO","SEGUNDA ESPECIALIDAD",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5413","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F03","UTP-PIURA","PIURA","PIURA","F03L01","PIURA","PIURA","PIURA",-5.1851293,-80.6421152,"AUTORIZADO POR LIC.","INGENIERÍA INDUSTRIAL","PREGRADO","CARRERA PROFESIONAL",72,"INDUSTRIA Y PRODUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5414","001","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PÚBLICO","LICENCIA OTORGADA",10,"S","UNMSM-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LIMA",-12.0560257,-77.0844226,"AUTORIZADO POR LIC.","ODONTOLOGÍA","PREGRADO","CARRERA PROFESIONAL",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5415","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL10","LIMA","LIMA","LIMA",-12.0646769,-77.0351764,"AUTORIZADO POR LIC.","INGENIERÍA MECATRÓNICA","PREGRADO","CARRERA PROFESIONAL",71,"INGENIERÍA Y PROFESIONES AFINES","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5416","027","UNIVERSIDAD NACIONAL DEL CALLAO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNC-CALLAO","CALLAO","PROV. CONST. DEL CALLAO","SL01","CALLAO","PROV. CONST. DEL CALLAO","BELLAVISTA",-12.0612769,-77.1173082,"AUTORIZADO POR LIC.","INGENIERÍA QUÍMICA","POSGRADO","MAESTRÍA",53,"CIENCIAS FÍSICAS Y QUÍMICAS","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5417","067A","UNIVERSIDAD CONTINENTAL S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F03","UCONTINENTAL-LIMA","LIMA","LIMA","F03L02","LIMA","LIMA","LOS OLIVOS",-11.9743503,-77.065808,"AUTORIZADO POR LIC.","INGENIERÍA INDUSTRIAL","PREGRADO","CARRERA PROFESIONAL",72,"INDUSTRIA Y PRODUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5418","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL08","LIMA","LIMA","VILLA EL SALVADOR",-12.19336067,-76.97194361,"AUTORIZADO POR LIC.","INGENIERÍA MECÁNICA","PREGRADO","CARRERA PROFESIONAL",71,"INGENIERÍA Y PROFESIONES AFINES","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5419","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL11","LIMA","LIMA","ATE",-12.01563471,-76.88472887,"AUTORIZADO POR LIC.","INGENIERÍA MECÁNICA","PREGRADO","CARRERA PROFESIONAL",71,"INGENIERÍA Y PROFESIONES AFINES","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5420","027","UNIVERSIDAD NACIONAL DEL CALLAO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNC-CALLAO","CALLAO","PROV. CONST. DEL CALLAO","SL01","CALLAO","PROV. CONST. DEL CALLAO","BELLAVISTA",-12.0612769,-77.1173082,"AUTORIZADO POR LIC.","CIENCIAS DE LA SALUD","POSGRADO","DOCTORADO",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5421","001","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PÚBLICO","LICENCIA OTORGADA",10,"S","UNMSM-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LIMA",-12.0560257,-77.0844226,"AUTORIZADO POR LIC.","EDUCACIÓN CON MENCIÓN EN RETARDO MENTAL","POSGRADO","SEGUNDA ESPECIALIDAD",14,"EDUCACIÓN ESPECIAL","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5422","052A","UNIVERSIDAD CÉSAR VALLEJO S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F07","UPCV-SAN MARTÍN","SAN MARTÍN","MOYOBAMBA","F07L03","SAN MARTÍN","MOYOBAMBA","MOYOBAMBA",-6.032752051,-76.97476265,"AUTORIZADO POR LIC.","INGENIERÍA AMBIENTAL","PREGRADO","CARRERA PROFESIONAL",52,"MEDIO AMBIENTE","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5423","013","UNIVERSIDAD NACIONAL DE PIURA","PÚBLICO","LICENCIA OTORGADA",6,"S","UNP-PIURA","PIURA","PIURA","SL01","PIURA","PIURA","CASTILLA",-5.179311,-80.6188325,"AUTORIZADO POR LIC.","INGENIERÍA AGRÍCOLA","PREGRADO","CARRERA PROFESIONAL",81,"AGRICULTURA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5424","003","UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO","PÚBLICO","LICENCIA OTORGADA",8,"F04","UNSAAC-CUSCO","CUSCO","ESPINAR","F04L01","CUSCO","ESPINAR","ESPINAR",-14.7895845,-71.412125,"AUTORIZADO POR LIC.","EDUCACIÓN SECUNDARIA ESPECIALIDAD CIENCIAS NATURALES","PREGRADO","CARRERA PROFESIONAL",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5425","042","UNIVERSIDAD NACIONAL DEL SANTA","PÚBLICO","LICENCIA OTORGADA",6,"S","UNS-ÁNCASH","ÁNCASH","SANTA","SL01","ÁNCASH","SANTA","NUEVO CHIMBOTE",-9.1195533,-78.5133704,"DECLARADO","MAESTRÍA EN CIENCIAS DE ENFERMERÍA","POSGRADO","MAESTRÍA",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5426","001","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PÚBLICO","LICENCIA OTORGADA",10,"S","UNMSM-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LIMA",-12.0560257,-77.0844226,"AUTORIZADO POR LIC.","GESTIÓN DEL PATRIMONIO CULTURAL","POSGRADO","MAESTRÍA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5427","011","UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA","PÚBLICO","LICENCIA OTORGADA",8,"S","UNAP-LORETO","LORETO","MAYNAS","SL04","LORETO","MAYNAS","SAN JUAN BAUTISTA",-3.7753954,-73.2897258,"AUTORIZADO POR LIC.","MAESTRÍA EN CIENCIAS Y TECNOLOGÍAS AMBIENTALES CON MENCIÓN EN QUÍMICA AMBIENTAL","POSGRADO","MAESTRÍA",52,"MEDIO AMBIENTE","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5428","035","UNIVERSIDAD NACIONAL DE UCAYALI","PÚBLICO","LICENCIA OTORGADA",6,"S","UNU-UCAYALI","UCAYALI","CORONEL PORTILLO","SL01","UCAYALI","CORONEL PORTILLO","CALLERIA",-8.3948987,-74.5776093,"AUTORIZADO POR LIC.","PROGRAMA DE COMPLEMENTACIÓN ACADÉMICA DE LICENCIATURA EN: EDUCACIÓN SECUNDARIA ESPECIALIDAD CIENCIAS SOCIALES Y EDUCACIÓN INTERCULTURAL","PREGRADO","CARRERA PROFESIONAL",12,"EDUCACIÓN SECUNDARIA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5429","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL04","LIMA","LIMA","MIRAFLORES",-12.13402606,-77.02627908,"AUTORIZADO POR LIC.","PSICOLOGIA ORGANIZACIONAL","POSGRADO","SEGUNDA ESPECIALIDAD",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5430","019","UNIVERSIDAD DE SAN MARTÍN DE PORRES","PRIVADO","LICENCIA OTORGADA",6,"F01","USMP-LAMBAYEQUE","LAMBAYEQUE","CHICLAYO","F01L01","LAMBAYEQUE","CHICLAYO","PIMENTEL",-6.7791757,-79.8640325,"AUTORIZADO POR LIC.","ARQUITECTURA","PREGRADO","CARRERA PROFESIONAL",73,"ARQUITECTURA Y CONSTRUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5431","012","UNIVERSIDAD NACIONAL DEL ALTIPLANO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNA-PUNO","PUNO","PUNO","SL01","PUNO","PUNO","PUNO",-15.8243805,-70.0162544,"AUTORIZADO POR LIC.","MAESTRÍA EN CIENCIAS DE LA INGENIERÍA AGRÍCOLA MENCIÓN EN INGENIERÍA AMBIENTAL","POSGRADO","MAESTRÍA",52,"MEDIO AMBIENTE","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5432","029","UNIVERSIDAD DE PIURA","PRIVADO","LICENCIA OTORGADA",8,"F01","UDEP-LIMA","LIMA","LIMA","F01L02","LIMA","LIMA","SANTIAGO DE SURCO",-12.1045956,-76.9661382,"AUTORIZADO POR LIC.","MAESTRÍA EN DIRECCIÓN DE EMPRESAS PARA EJECUTIVOS MENSUAL","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5433","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL03","LIMA","LIMA","LIMA",-12.0672473,-77.03584406,"AUTORIZADO POR LIC.","ADMINISTRACIÓN HOTELERA Y DE TURISMO","PREGRADO","CARRERA PROFESIONAL",1,"SERVICIOS PERSONALES","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5434","023","UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNHV-HUÁNUCO","HUÁNUCO","HUÁNUCO","SL01","HUÁNUCO","HUÁNUCO","PILLCO MARCA",-9.9496157,-76.2501276,"AUTORIZADO POR LIC.","DOCTORADO EN GESTIÓN EMPRESARIAL","POSGRADO","DOCTORADO",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5435","001","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PÚBLICO","LICENCIA OTORGADA",10,"S","UNMSM-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LIMA",-12.0560257,-77.0844226,"AUTORIZADO POR LIC.","PROSPECTIVA ESTRATÉGICA PARA EL DESARROLLO NACIONAL","POSGRADO","MAESTRÍA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5436","033","UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNSAM-ÁNCASH","ÁNCASH","HUARAZ","SL01","ÁNCASH","HUARAZ","INDEPENDENCIA",-9.517640566,-77.52456668,"AUTORIZADO POR LIC.","ECONOMÍA","PREGRADO","CARRERA PROFESIONAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
